order_book_id,trading_hours,market_tplus,symbol,exchange,abbrev_symbol,round_lot,type,de_listed_date,listed_date,status,index,base_date,base_point,underlying_symbol
000001.XSHG,"09:31-11:30,13:01-15:00",0.0,上证指数,XSHG,SZZS,1.0,INDX,0000-00-00,1991-07-15,Active,0.0,1990-12-19,100.0,
000002.XSHG,"09:31-11:30,13:01-15:00",0.0,A股指数,XSHG,AGZS,1.0,INDX,0000-00-00,1992-02-21,Active,1.0,1990-12-19,100.0,
000003.XSHG,"09:31-11:30,13:01-15:00",0.0,B股指数,XSHG,BGZS,1.0,INDX,0000-00-00,1992-08-17,Active,2.0,1992-02-21,100.0,
000004.XSHG,"09:31-11:30,13:01-15:00",0.0,工业指数,XSHG,GYZS,1.0,INDX,0000-00-00,1993-05-03,Active,3.0,1993-04-30,1358.78,
000005.XSHG,"09:31-11:30,13:01-15:00",0.0,商业指数,XSHG,SYZS,1.0,INDX,0000-00-00,1993-05-03,Active,4.0,1993-04-30,1358.78,
000006.XSHG,"09:31-11:30,13:01-15:00",0.0,地产指数,XSHG,DCZS,1.0,INDX,0000-00-00,1993-05-03,Active,5.0,1993-04-30,1358.78,
000007.XSHG,"09:31-11:30,13:01-15:00",0.0,公用指数,XSHG,GYZS,1.0,INDX,0000-00-00,1993-05-03,Active,6.0,1993-04-30,1358.78,
000008.XSHG,"09:31-11:30,13:01-15:00",0.0,综合指数,XSHG,ZHZS,1.0,INDX,0000-00-00,1993-05-03,Active,7.0,1993-04-30,1358.78,
000009.XSHG,"09:31-11:30,13:01-15:00",0.0,上证380,XSHG,SZ380,1.0,INDX,0000-00-00,2010-11-29,Active,310.0,2003-12-31,1000.0,
000010.XSHG,"09:31-11:30,13:01-15:00",0.0,上证180,XSHG,SZ180,1.0,INDX,0000-00-00,2002-07-01,Active,8.0,2002-06-28,3299.06,
000011.XSHG,"09:31-11:30,13:01-15:00",0.0,基金指数,XSHG,JJZS,1.0,INDX,0000-00-00,2000-06-09,Active,9.0,2000-05-08,1000.0,
000012.XSHG,"09:31-11:30,13:01-15:00",0.0,国债指数,XSHG,GZZS,1.0,INDX,0000-00-00,2003-01-02,Active,10.0,2002-12-31,100.0,
000013.XSHG,"09:31-11:30,13:01-15:00",0.0,企债指数,XSHG,QZZS,1.0,INDX,0000-00-00,2003-06-09,Active,11.0,2002-12-31,100.0,
000015.XSHG,"09:31-11:30,13:01-15:00",0.0,红利指数,XSHG,HLZS,1.0,INDX,0000-00-00,2005-01-04,Active,44.0,2004-12-31,1000.0,
000016.XSHG,"09:31-11:30,13:01-15:00",0.0,上证50,XSHG,SZ50,1.0,INDX,0000-00-00,2004-01-02,Active,12.0,2003-12-31,1000.0,
000017.XSHG,"09:31-11:30,13:01-15:00",0.0,新综指,XSHG,XZZ,1.0,INDX,0000-00-00,2006-01-04,Active,64.0,2005-12-30,1000.0,
000018.XSHG,"09:31-11:30,13:01-15:00",0.0,180金融,XSHG,180JR,1.0,INDX,0000-00-00,2007-12-10,Active,110.0,2002-06-28,1000.0,
000019.XSHG,"09:31-11:30,13:01-15:00",0.0,治理指数,XSHG,ZLZS,1.0,INDX,0000-00-00,2008-01-02,Active,111.0,2007-06-29,1000.0,
000020.XSHG,"09:31-11:30,13:01-15:00",0.0,中型综指,XSHG,ZXZZ,1.0,INDX,0000-00-00,2008-05-12,Active,120.0,2007-12-28,1000.0,
000021.XSHG,"09:31-11:30,13:01-15:00",0.0,180治理,XSHG,180ZL,1.0,INDX,0000-00-00,2008-09-10,Active,123.0,2007-06-29,1000.0,
000022.XSHG,"09:31-11:30,13:01-15:00",0.0,沪公司债,XSHG,HGSZ,1.0,INDX,0000-00-00,2008-11-19,Active,124.0,2007-12-31,100.0,
000025.XSHG,"09:31-11:30,13:01-15:00",0.0,180基建,XSHG,180JJ,1.0,INDX,0000-00-00,2008-12-15,Active,130.0,2002-06-28,1000.0,
000026.XSHG,"09:31-11:30,13:01-15:00",0.0,180资源,XSHG,180ZY,1.0,INDX,0000-00-00,2008-12-15,Active,131.0,2002-06-28,1000.0,
000027.XSHG,"09:31-11:30,13:01-15:00",0.0,180运输,XSHG,180YS,1.0,INDX,0000-00-00,2008-12-15,Active,132.0,2002-06-28,1000.0,
000028.XSHG,"09:31-11:30,13:01-15:00",0.0,180成长,XSHG,180CZ,1.0,INDX,0000-00-00,2009-01-09,Active,135.0,2002-06-28,1000.0,
000029.XSHG,"09:31-11:30,13:01-15:00",0.0,180价值,XSHG,180JZ,1.0,INDX,0000-00-00,2009-01-09,Active,136.0,2002-06-28,1000.0,
000030.XSHG,"09:31-11:30,13:01-15:00",0.0,180R成长,XSHG,180RCZ,1.0,INDX,0000-00-00,2009-01-09,Active,137.0,2002-06-28,1000.0,
000031.XSHG,"09:31-11:30,13:01-15:00",0.0,180R价值,XSHG,180RJZ,1.0,INDX,0000-00-00,2009-01-09,Active,138.0,2002-06-28,1000.0,
000032.XSHG,"09:31-11:30,13:01-15:00",0.0,上证能源,XSHG,SZNY,1.0,INDX,0000-00-00,2009-01-09,Active,139.0,2003-12-31,1000.0,
000033.XSHG,"09:31-11:30,13:01-15:00",0.0,上证材料,XSHG,SZCL,1.0,INDX,0000-00-00,2009-01-09,Active,140.0,2003-12-31,1000.0,
000034.XSHG,"09:31-11:30,13:01-15:00",0.0,上证工业,XSHG,SZGY,1.0,INDX,0000-00-00,2009-01-09,Active,141.0,2003-12-31,1000.0,
000035.XSHG,"09:31-11:30,13:01-15:00",0.0,上证可选,XSHG,SZKX,1.0,INDX,0000-00-00,2009-01-09,Active,142.0,2003-12-31,1000.0,
000036.XSHG,"09:31-11:30,13:01-15:00",0.0,上证消费,XSHG,SZXF,1.0,INDX,0000-00-00,2009-01-09,Active,143.0,2003-12-31,1000.0,
000037.XSHG,"09:31-11:30,13:01-15:00",0.0,上证医药,XSHG,SZYY,1.0,INDX,0000-00-00,2009-01-09,Active,144.0,2003-12-31,1000.0,
000038.XSHG,"09:31-11:30,13:01-15:00",0.0,上证金融,XSHG,SZJR,1.0,INDX,0000-00-00,2009-01-09,Active,145.0,2003-12-31,1000.0,
000039.XSHG,"09:31-11:30,13:01-15:00",0.0,上证信息,XSHG,SZXX,1.0,INDX,0000-00-00,2009-01-09,Active,146.0,2003-12-31,1000.0,
000040.XSHG,"09:31-11:30,13:01-15:00",0.0,上证通信,XSHG,SZTX,1.0,INDX,0000-00-00,2009-01-09,Active,147.0,2003-12-31,1000.0,
000041.XSHG,"09:31-11:30,13:01-15:00",0.0,上证公用,XSHG,SZGY,1.0,INDX,0000-00-00,2009-01-09,Active,148.0,2003-12-31,1000.0,
000042.XSHG,"09:31-11:30,13:01-15:00",0.0,上证央企,XSHG,SZYQ,1.0,INDX,0000-00-00,2009-03-30,Active,155.0,2008-12-31,1000.0,
000043.XSHG,"09:31-11:30,13:01-15:00",0.0,超大盘,XSHG,CDP,1.0,INDX,0000-00-00,2009-04-23,Active,156.0,2003-12-31,1000.0,
000044.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中盘,XSHG,SZZP,1.0,INDX,0000-00-00,2009-07-03,Active,177.0,2003-12-31,1000.0,
000045.XSHG,"09:31-11:30,13:01-15:00",0.0,上证小盘,XSHG,SZXP,1.0,INDX,0000-00-00,2009-07-03,Active,178.0,2003-12-31,1000.0,
000046.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中小,XSHG,SZZX,1.0,INDX,0000-00-00,2009-07-03,Active,179.0,2003-12-31,1000.0,
000047.XSHG,"09:31-11:30,13:01-15:00",0.0,上证全指,XSHG,SZQZ,1.0,INDX,0000-00-00,2009-07-03,Active,180.0,2003-12-31,1000.0,
000048.XSHG,"09:31-11:30,13:01-15:00",0.0,责任指数,XSHG,ZRZS,1.0,INDX,0000-00-00,2009-08-05,Active,181.0,2009-06-30,1000.0,
000049.XSHG,"09:31-11:30,13:01-15:00",0.0,上证民企,XSHG,SZMQ,1.0,INDX,0000-00-00,2009-08-25,Active,192.0,2009-06-30,1000.0,
000050.XSHG,"09:31-11:30,13:01-15:00",0.0,50等权,XSHG,50DQ,1.0,INDX,0000-00-00,2011-01-04,Active,311.0,2003-12-31,1000.0,
000051.XSHG,"09:31-11:30,13:01-15:00",0.0,180等权,XSHG,180DQ,1.0,INDX,0000-00-00,2011-05-24,Active,349.0,2002-06-28,3299.06,
000052.XSHG,"09:31-11:30,13:01-15:00",0.0,50基本,XSHG,50JB,1.0,INDX,0000-00-00,2012-01-09,Active,456.0,2003-12-31,1000.0,
000053.XSHG,"09:31-11:30,13:01-15:00",0.0,180基本,XSHG,180JB,1.0,INDX,0000-00-00,2012-01-09,Active,457.0,2002-06-28,3299.06,
000054.XSHG,"09:31-11:30,13:01-15:00",0.0,上证海外,XSHG,SZHW,1.0,INDX,0000-00-00,2010-01-04,Active,231.0,2006-12-29,1000.0,
000055.XSHG,"09:31-11:30,13:01-15:00",0.0,上证地企,XSHG,SZDQ,1.0,INDX,0000-00-00,2010-01-04,Active,232.0,2009-06-30,1000.0,
000056.XSHG,"09:31-11:30,13:01-15:00",0.0,上证国企,XSHG,SZGQ,1.0,INDX,0000-00-00,2010-01-04,Active,233.0,2009-06-30,1000.0,
000057.XSHG,"09:31-11:30,13:01-15:00",0.0,全指成长,XSHG,QZCZ,1.0,INDX,0000-00-00,2010-01-04,Active,234.0,2003-12-31,1000.0,
000058.XSHG,"09:31-11:30,13:01-15:00",0.0,全指价值,XSHG,QZJZ,1.0,INDX,0000-00-00,2010-01-04,Active,235.0,2003-12-31,1000.0,
000059.XSHG,"09:31-11:30,13:01-15:00",0.0,全R成长,XSHG,QRCZ,1.0,INDX,0000-00-00,2010-01-04,Active,236.0,2003-12-31,1000.0,
000060.XSHG,"09:31-11:30,13:01-15:00",0.0,全R价值,XSHG,QRJZ,1.0,INDX,0000-00-00,2010-01-04,Active,237.0,2003-12-31,1000.0,
000061.XSHG,"09:31-11:30,13:01-15:00",0.0,沪企债30,XSHG,HQZ30,1.0,INDX,0000-00-00,2010-01-04,Active,238.0,2008-12-31,100.0,
000062.XSHG,"09:31-11:30,13:01-15:00",0.0,上证沪企,XSHG,SZHQ,1.0,INDX,0000-00-00,2010-01-04,Active,239.0,2005-12-31,1000.0,
000063.XSHG,"09:31-11:30,13:01-15:00",0.0,上证周期,XSHG,SZZQ,1.0,INDX,0000-00-00,2010-02-03,Active,248.0,2003-12-31,1000.0,
000064.XSHG,"09:31-11:30,13:01-15:00",0.0,非周期,XSHG,FZQ,1.0,INDX,0000-00-00,2010-02-03,Active,249.0,2003-12-31,1000.0,
000065.XSHG,"09:31-11:30,13:01-15:00",0.0,上证龙头,XSHG,SZLT,1.0,INDX,0000-00-00,2010-02-09,Active,250.0,2003-12-31,1000.0,
000066.XSHG,"09:31-11:30,13:01-15:00",0.0,上证商品,XSHG,SZSP,1.0,INDX,0000-00-00,2010-04-30,Active,272.0,2003-12-31,1000.0,
000067.XSHG,"09:31-11:30,13:01-15:00",0.0,上证新兴,XSHG,SZXX,1.0,INDX,0000-00-00,2010-04-30,Active,273.0,2003-12-31,1000.0,
000068.XSHG,"09:31-11:30,13:01-15:00",0.0,上证资源,XSHG,SZZY,1.0,INDX,0000-00-00,2010-05-28,Active,277.0,2003-12-31,1000.0,
000069.XSHG,"09:31-11:30,13:01-15:00",0.0,消费80,XSHG,XF80,1.0,INDX,0000-00-00,2010-05-28,Active,276.0,2003-12-31,1000.0,
000070.XSHG,"09:31-11:30,13:01-15:00",0.0,能源等权,XSHG,NYDQ,1.0,INDX,0000-00-00,2010-08-18,Active,292.0,2003-12-31,1000.0,
000071.XSHG,"09:31-11:30,13:01-15:00",0.0,材料等权,XSHG,CLDQ,1.0,INDX,0000-00-00,2010-08-18,Active,293.0,2003-12-31,1000.0,
000072.XSHG,"09:31-11:30,13:01-15:00",0.0,工业等权,XSHG,GYDQ,1.0,INDX,0000-00-00,2010-08-18,Active,294.0,2003-12-31,1000.0,
000073.XSHG,"09:31-11:30,13:01-15:00",0.0,可选等权,XSHG,KXDQ,1.0,INDX,0000-00-00,2010-08-18,Active,295.0,2003-12-31,1000.0,
000074.XSHG,"09:31-11:30,13:01-15:00",0.0,消费等权,XSHG,XFDQ,1.0,INDX,0000-00-00,2010-08-18,Active,296.0,2003-12-31,1000.0,
000075.XSHG,"09:31-11:30,13:01-15:00",0.0,医药等权,XSHG,YYDQ,1.0,INDX,0000-00-00,2010-08-18,Active,297.0,2003-12-31,1000.0,
000076.XSHG,"09:31-11:30,13:01-15:00",0.0,金融等权,XSHG,JRDQ,1.0,INDX,0000-00-00,2010-08-18,Active,298.0,2003-12-31,1000.0,
000077.XSHG,"09:31-11:30,13:01-15:00",0.0,信息等权,XSHG,XXDQ,1.0,INDX,0000-00-00,2010-08-18,Active,299.0,2003-12-31,1000.0,
000078.XSHG,"09:31-11:30,13:01-15:00",0.0,通信等权,XSHG,TXDQ,1.0,INDX,0000-00-00,2010-08-18,Active,300.0,2003-12-31,1000.0,
000079.XSHG,"09:31-11:30,13:01-15:00",0.0,公用等权,XSHG,GYDQ,1.0,INDX,0000-00-00,2010-08-18,Active,301.0,2003-12-31,1000.0,
000090.XSHG,"09:31-11:30,13:01-15:00",0.0,上证流通,XSHG,SZLT,1.0,INDX,0000-00-00,2010-12-02,Active,309.0,2009-12-31,1000.0,
000091.XSHG,"09:31-11:30,13:01-15:00",0.0,沪财中小,XSHG,HCZX,1.0,INDX,0000-00-00,2011-04-06,Active,341.0,2004-12-31,1000.0,
000092.XSHG,"09:31-11:30,13:01-15:00",0.0,资源50,XSHG,ZY50,1.0,INDX,0000-00-00,2011-05-10,Active,342.0,2003-12-31,1000.0,
000093.XSHG,"09:31-11:30,13:01-15:00",0.0,180分层,XSHG,180FC,1.0,INDX,0000-00-00,2011-05-24,Active,350.0,2002-06-28,3299.06,
000094.XSHG,"09:31-11:30,13:01-15:00",0.0,上证上游,XSHG,SZSY,1.0,INDX,0000-00-00,2011-05-10,Active,343.0,2003-12-31,1000.0,
000095.XSHG,"09:31-11:30,13:01-15:00",0.0,上证中游,XSHG,SZZY,1.0,INDX,0000-00-00,2011-05-10,Active,344.0,2003-12-31,1000.0,
000096.XSHG,"09:31-11:30,13:01-15:00",0.0,上证下游,XSHG,SZXY,1.0,INDX,0000-00-00,2011-05-10,Active,345.0,2003-12-31,1000.0,
000097.XSHG,"09:31-11:30,13:01-15:00",0.0,高端装备,XSHG,GDZB,1.0,INDX,0000-00-00,2011-05-24,Active,348.0,2004-12-31,1000.0,
000098.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F200,XSHG,SZF200,1.0,INDX,0000-00-00,2011-07-01,Active,368.0,2004-12-31,1000.0,
000099.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F300,XSHG,SZF300,1.0,INDX,0000-00-00,2011-07-01,Active,369.0,2004-12-31,1000.0,
000100.XSHG,"09:31-11:30,13:01-15:00",0.0,上证F500,XSHG,SZF500,1.0,INDX,0000-00-00,2011-07-01,Active,370.0,2004-12-31,1000.0,
000101.XSHG,"09:31-11:30,13:01-15:00",0.0,5年信用,XSHG,5NXY,1.0,INDX,0000-00-00,2013-04-01,Active,640.0,2007-12-31,100.0,
000102.XSHG,"09:31-11:30,13:01-15:00",0.0,沪投资品,XSHG,HTZP,1.0,INDX,0000-00-00,2011-06-13,Active,361.0,2003-12-31,1000.0,
000103.XSHG,"09:31-11:30,13:01-15:00",0.0,沪消费品,XSHG,HXFP,1.0,INDX,0000-00-00,2011-06-13,Active,362.0,2003-12-31,1000.0,
000104.XSHG,"09:31-11:30,13:01-15:00",0.0,380能源,XSHG,380NY,1.0,INDX,0000-00-00,2011-06-13,Active,351.0,2003-12-31,1000.0,
000105.XSHG,"09:31-11:30,13:01-15:00",0.0,380材料,XSHG,380CL,1.0,INDX,0000-00-00,2011-06-13,Active,352.0,2003-12-31,1000.0,
000106.XSHG,"09:31-11:30,13:01-15:00",0.0,380工业,XSHG,380GY,1.0,INDX,0000-00-00,2011-06-13,Active,353.0,2003-12-31,1000.0,
000107.XSHG,"09:31-11:30,13:01-15:00",0.0,380可选,XSHG,380KX,1.0,INDX,0000-00-00,2011-06-13,Active,354.0,2003-12-31,1000.0,
000108.XSHG,"09:31-11:30,13:01-15:00",0.0,380消费,XSHG,380XF,1.0,INDX,0000-00-00,2011-06-13,Active,355.0,2003-12-31,1000.0,
000109.XSHG,"09:31-11:30,13:01-15:00",0.0,380医药,XSHG,380YY,1.0,INDX,0000-00-00,2011-06-13,Active,356.0,2003-12-31,1000.0,
000110.XSHG,"09:31-11:30,13:01-15:00",0.0,380金融,XSHG,380JR,1.0,INDX,0000-00-00,2011-06-13,Active,357.0,2003-12-31,1000.0,
000111.XSHG,"09:31-11:30,13:01-15:00",0.0,380信息,XSHG,380XX,1.0,INDX,0000-00-00,2011-06-13,Active,358.0,2003-12-31,1000.0,
000112.XSHG,"09:31-11:30,13:01-15:00",0.0,380通信,XSHG,380TX,1.0,INDX,0000-00-00,2011-06-13,Active,359.0,2003-12-31,1000.0,
000113.XSHG,"09:31-11:30,13:01-15:00",0.0,380公用,XSHG,380GY,1.0,INDX,0000-00-00,2011-06-13,Active,360.0,2003-12-31,1000.0,
000114.XSHG,"09:31-11:30,13:01-15:00",0.0,持续产业,XSHG,CXCY,1.0,INDX,0000-00-00,2011-08-22,Active,399.0,2011-06-30,1000.0,
000115.XSHG,"09:31-11:30,13:01-15:00",0.0,380等权,XSHG,380DQ,1.0,INDX,0000-00-00,2011-08-12,Active,397.0,2003-12-31,1000.0,
000116.XSHG,"09:31-11:30,13:01-15:00",0.0,信用100,XSHG,XY100,1.0,INDX,0000-00-00,2013-02-26,Active,620.0,2007-12-31,100.0,
000117.XSHG,"09:31-11:30,13:01-15:00",0.0,380成长,XSHG,380CZ,1.0,INDX,0000-00-00,2011-10-18,Active,415.0,2003-12-31,1000.0,
000118.XSHG,"09:31-11:30,13:01-15:00",0.0,380价值,XSHG,380JZ,1.0,INDX,0000-00-00,2011-10-18,Active,416.0,2003-12-31,1000.0,
000119.XSHG,"09:31-11:30,13:01-15:00",0.0,380R成长,XSHG,380RCZ,1.0,INDX,0000-00-00,2011-10-18,Active,417.0,2003-12-31,1000.0,
000120.XSHG,"09:31-11:30,13:01-15:00",0.0,380R价值,XSHG,380RJZ,1.0,INDX,0000-00-00,2011-10-18,Active,418.0,2003-12-31,1000.0,
000121.XSHG,"09:31-11:30,13:01-15:00",0.0,医药主题,XSHG,YYZT,1.0,INDX,0000-00-00,2011-10-18,Active,419.0,2003-12-31,1000.0,
000122.XSHG,"09:31-11:30,13:01-15:00",0.0,上证农业,XSHG,SZNY,1.0,INDX,0000-00-00,2011-10-18,Active,420.0,2011-06-30,1000.0,
000123.XSHG,"09:31-11:30,13:01-15:00",0.0,180动态,XSHG,180DT,1.0,INDX,0000-00-00,2013-02-08,Active,616.0,2002-06-28,3299.06,
000125.XSHG,"09:31-11:30,13:01-15:00",0.0,180稳定,XSHG,180WD,1.0,INDX,0000-00-00,2013-02-08,Active,617.0,2002-06-28,3299.06,
000126.XSHG,"09:31-11:30,13:01-15:00",0.0,消费50,XSHG,XF50,1.0,INDX,0000-00-00,2011-12-09,Active,436.0,2004-12-31,1000.0,
000128.XSHG,"09:31-11:30,13:01-15:00",0.0,380基本,XSHG,380JB,1.0,INDX,0000-00-00,2012-01-09,Active,458.0,2003-12-31,1000.0,
000129.XSHG,"09:31-11:30,13:01-15:00",0.0,180波动,XSHG,180BD,1.0,INDX,0000-00-00,2012-01-09,Active,454.0,2002-06-28,3299.06,
000130.XSHG,"09:31-11:30,13:01-15:00",0.0,380波动,XSHG,380BD,1.0,INDX,0000-00-00,2012-01-09,Active,455.0,2003-12-31,1000.0,
000131.XSHG,"09:31-11:30,13:01-15:00",0.0,上证高新,XSHG,SZGX,1.0,INDX,0000-00-00,2012-02-10,Active,460.0,2011-06-30,1000.0,
000132.XSHG,"09:31-11:30,13:01-15:00",0.0,上证100,XSHG,SZ100,1.0,INDX,0000-00-00,2012-04-20,Active,475.0,2003-12-31,1000.0,
000133.XSHG,"09:31-11:30,13:01-15:00",0.0,上证150,XSHG,SZ150,1.0,INDX,0000-00-00,2012-04-20,Active,476.0,2003-12-31,1000.0,
000134.XSHG,"09:31-11:30,13:01-15:00",0.0,上证银行,XSHG,SZYH,1.0,INDX,0000-00-00,2012-05-29,Active,486.0,2007-12-31,1000.0,
000135.XSHG,"09:31-11:30,13:01-15:00",0.0,180高贝,XSHG,180GB,1.0,INDX,0000-00-00,2012-08-06,Active,515.0,2002-06-28,3299.06,
000136.XSHG,"09:31-11:30,13:01-15:00",0.0,180低贝,XSHG,180DB,1.0,INDX,0000-00-00,2012-08-06,Active,516.0,2002-06-28,3299.06,
000137.XSHG,"09:31-11:30,13:01-15:00",0.0,380高贝,XSHG,380GB,1.0,INDX,0000-00-00,2012-08-06,Active,517.0,2003-12-31,1000.0,
000138.XSHG,"09:31-11:30,13:01-15:00",0.0,380低贝,XSHG,380DB,1.0,INDX,0000-00-00,2012-08-06,Active,518.0,2003-12-31,1000.0,
000139.XSHG,"09:31-11:30,13:01-15:00",0.0,上证转债,XSHG,SZZZ,1.0,INDX,0000-00-00,2012-09-12,Active,532.0,2002-12-31,100.0,
000140.XSHG,"09:31-11:30,13:01-15:00",0.0,5年国债,XSHG,5NGZ,1.0,INDX,0000-00-00,2012-09-12,Active,531.0,2007-12-31,100.0,
000141.XSHG,"09:31-11:30,13:01-15:00",0.0,380动态,XSHG,380DT,1.0,INDX,0000-00-00,2013-02-08,Active,618.0,2003-12-31,1000.0,
000142.XSHG,"09:31-11:30,13:01-15:00",0.0,380稳定,XSHG,380WD,1.0,INDX,0000-00-00,2013-02-08,Active,619.0,2003-12-31,1000.0,
000145.XSHG,"09:31-11:30,13:01-15:00",0.0,优势资源,XSHG,YSZY,1.0,INDX,0000-00-00,2012-05-29,Active,482.0,2003-12-31,1000.0,
000146.XSHG,"09:31-11:30,13:01-15:00",0.0,优势制造,XSHG,YSZZ,1.0,INDX,0000-00-00,2012-05-29,Active,483.0,2003-12-31,1000.0,
000147.XSHG,"09:31-11:30,13:01-15:00",0.0,优势消费,XSHG,YSXF,1.0,INDX,0000-00-00,2012-05-29,Active,484.0,2003-12-31,1000.0,
000148.XSHG,"09:31-11:30,13:01-15:00",0.0,消费领先,XSHG,XFLX,1.0,INDX,0000-00-00,2012-05-29,Active,485.0,2004-12-31,1000.0,
000149.XSHG,"09:31-11:30,13:01-15:00",0.0,180红利,XSHG,180HL,1.0,INDX,0000-00-00,2012-07-20,Active,505.0,2004-12-31,1000.0,
000150.XSHG,"09:31-11:30,13:01-15:00",0.0,380红利,XSHG,380HL,1.0,INDX,0000-00-00,2012-07-20,Active,506.0,2004-12-31,1000.0,
000151.XSHG,"09:31-11:30,13:01-15:00",0.0,上国红利,XSHG,SGHL,1.0,INDX,0000-00-00,2012-07-20,Active,507.0,2009-06-30,1000.0,
000152.XSHG,"09:31-11:30,13:01-15:00",0.0,上央红利,XSHG,SYHL,1.0,INDX,0000-00-00,2012-07-20,Active,508.0,2008-12-31,1000.0,
000153.XSHG,"09:31-11:30,13:01-15:00",0.0,上民红利,XSHG,SMHL,1.0,INDX,0000-00-00,2012-07-20,Active,509.0,2009-06-30,1000.0,
000155.XSHG,"09:31-11:30,13:01-15:00",0.0,市值百强,XSHG,SZBQ,1.0,INDX,0000-00-00,2012-07-20,Active,510.0,2003-12-31,1000.0,
000158.XSHG,"09:31-11:30,13:01-15:00",0.0,上证环保,XSHG,SZHB,1.0,INDX,0000-00-00,2012-09-25,Active,535.0,2011-12-30,1000.0,
000159.XSHG,"09:31-11:30,13:01-15:00",0.0,沪股通,XSHG,HGT,1.0,INDX,0000-00-00,2014-11-17,Active,765.0,2003-12-31,1000.0,
000160.XSHG,"09:31-11:30,13:01-15:00",0.0,沪新丝路,XSHG,HXSL,1.0,INDX,0000-00-00,2015-06-24,Active,800.0,2012-12-31,1000.0,
000161.XSHG,"09:31-11:30,13:01-15:00",0.0,沪中国造,XSHG,HZGZ,1.0,INDX,0000-00-00,2015-10-29,Active,837.0,2012-06-29,1000.0,
000162.XSHG,"09:31-11:30,13:01-15:00",0.0,沪互联+,XSHG,HHL+,1.0,INDX,0000-00-00,2015-10-29,Active,838.0,2012-06-29,1000.0,
000170.XSHG,"09:31-11:30,13:01-15:00",0.0,50AH优选,XSHG,50AHYX,1.0,INDX,0000-00-00,2015-12-10,Active,857.0,2004-12-31,1000.0,
000171.XSHG,"09:31-11:30,13:01-15:00",0.0,新兴成指,XSHG,XXCZ,1.0,INDX,0000-00-00,2017-01-25,Active,850.0,2010-12-31,1000.0,
000300.XSHG,"09:31-11:30,13:01-15:00",0.0,沪深300,XSHG,HS300,1.0,INDX,0000-00-00,2005-04-08,Active,45.0,2004-12-31,1000.0,
000500.XSHG,"09:31-11:30,13:01-15:00",0.0,内地企业,XSHG,NDQY,1.0,INDX,0000-00-00,2014-10-17,Active,749.0,2004-12-31,1000.0,
000501.XSHG,"09:31-11:30,13:01-15:00",0.0,中国1000,XSHG,ZG1000,1.0,INDX,0000-00-00,2016-05-10,Active,841.0,2004-12-31,1000.0,
000510.XSHG,"09:31-11:30,13:01-15:00",0.0,中证A500,XSHG,ZZA500,1.0,INDX,0000-00-00,2024-09-23,Active,926.0,2004-12-31,1000.0,
000680.XSHG,"09:31-11:30,13:01-15:00",0.0,科创综指,XSHG,KCZZ,1.0,INDX,0000-00-00,2025-01-20,Active,1392.0,2019-12-31,1000.0,
000681.XSHG,"09:31-11:30,13:01-15:00",0.0,科创价格,XSHG,KCJG,1.0,INDX,0000-00-00,2025-01-20,Active,1393.0,2019-12-31,1000.0,
000682.XSHG,"09:31-11:30,13:01-15:00",0.0,科创信息,XSHG,KCXX,1.0,INDX,0000-00-00,2021-08-16,Active,893.0,2019-12-31,1000.0,
000683.XSHG,"09:31-11:30,13:01-15:00",0.0,科创生物,XSHG,KCSW,1.0,INDX,0000-00-00,2022-05-09,Active,898.0,2019-12-31,1000.0,
000685.XSHG,"09:31-11:30,13:01-15:00",0.0,科创芯片,XSHG,KCXP,1.0,INDX,0000-00-00,2022-06-13,Active,899.0,2019-12-31,1000.0,
000687.XSHG,"09:31-11:30,13:01-15:00",0.0,科创高装,XSHG,KCGZ,1.0,INDX,0000-00-00,2022-08-15,Active,900.0,2019-12-31,1000.0,
000688.XSHG,"09:31-11:30,13:01-15:00",0.0,科创50,XSHG,KC50,1.0,INDX,0000-00-00,2020-07-23,Active,888.0,2019-12-31,1000.0,
000689.XSHG,"09:31-11:30,13:01-15:00",0.0,科创材料,XSHG,KCCL,1.0,INDX,0000-00-00,2022-08-15,Active,901.0,2019-12-31,1000.0,
000690.XSHG,"09:31-11:30,13:01-15:00",0.0,科创成长,XSHG,KCCZ,1.0,INDX,0000-00-00,2022-11-04,Active,908.0,2019-12-31,1000.0,
000691.XSHG,"09:31-11:30,13:01-15:00",0.0,科创ESG,XSHG,KCESG,1.0,INDX,0000-00-00,2024-03-21,Active,923.0,2019-12-31,1000.0,
000692.XSHG,"09:31-11:30,13:01-15:00",0.0,科创新能,XSHG,KCXN,1.0,INDX,0000-00-00,2023-04-03,Active,909.0,2019-12-31,1000.0,
000693.XSHG,"09:31-11:30,13:01-15:00",0.0,科创机械,XSHG,KCJX,1.0,INDX,0000-00-00,2023-04-03,Active,910.0,2019-12-31,1000.0,
000695.XSHG,"09:31-11:30,13:01-15:00",0.0,科长三角,XSHG,KCSJ,1.0,INDX,0000-00-00,2023-04-03,Active,911.0,2019-12-31,1000.0,
000697.XSHG,"09:31-11:30,13:01-15:00",0.0,科大湾区,XSHG,KDWQ,1.0,INDX,0000-00-00,2023-04-03,Active,912.0,2019-12-31,1000.0,
