order_book_id,trading_hours,market_tplus,symbol,exchange,abbrev_symbol,round_lot,type,de_listed_date,listed_date,status,index,base_date,base_point,underlying_symbol
003263.XSHG,"09:31-11:30,13:01-15:00",0.0,长江其他电子产品制造,XSHG,CJQTDZCPZZ,1.0,INDX,0000-00-00,2020-09-10,Active,1008.0,2002-12-31,1000.0,
003264.XSHG,"09:31-11:30,13:01-15:00",0.0,长江电子专用设备,XSHG,CJDZZYSB,1.0,INDX,0000-00-00,2020-09-10,Active,1007.0,2002-12-31,1000.0,
003265.XSHG,"09:31-11:30,13:01-15:00",0.0,长江被动元器件,XSHG,CJBDYQJ,1.0,INDX,0000-00-00,2020-09-10,Active,1006.0,2002-12-31,1000.0,
003266.XSHG,"09:31-11:30,13:01-15:00",0.0,长江光学元件,XSHG,CJGXYJ,1.0,INDX,0000-00-00,2020-09-10,Active,1005.0,2002-12-31,1000.0,
003267.XSHG,"09:31-11:30,13:01-15:00",0.0,长江消费电子零部件,XSHG,CJXFDZLBJ,1.0,INDX,0000-00-00,2020-09-10,Active,1004.0,2002-12-31,1000.0,
003268.XSHG,"09:31-11:30,13:01-15:00",0.0,长江印制电路板,XSHG,CJYZDLB,1.0,INDX,0000-00-00,2020-09-10,Active,1003.0,2002-12-31,1000.0,
003269.XSHG,"09:31-11:30,13:01-15:00",0.0,长江显示材料,XSHG,CJXSCL,1.0,INDX,0000-00-00,2020-09-10,Active,1002.0,2002-12-31,1000.0,
003270.XSHG,"09:31-11:30,13:01-15:00",0.0,长江显示面板,XSHG,CJXSMB,1.0,INDX,0000-00-00,2020-09-10,Active,1001.0,2002-12-31,1000.0,
003271.XSHG,"09:31-11:30,13:01-15:00",0.0,长江显示器,XSHG,CJXSQ,1.0,INDX,0000-00-00,2020-09-10,Active,1000.0,2002-12-31,1000.0,
003272.XSHG,"09:31-11:30,13:01-15:00",0.0,长江专业硬件,XSHG,CJZYYJ,1.0,INDX,0000-00-00,2020-09-10,Active,999.0,2002-12-31,1000.0,
003273.XSHG,"09:31-11:30,13:01-15:00",0.0,长江通用硬件,XSHG,CJTYYJ,1.0,INDX,0000-00-00,2020-09-10,Active,998.0,2002-12-31,1000.0,
003274.XSHG,"09:31-11:30,13:01-15:00",0.0,长江金融硬件,XSHG,CJJRYJ,1.0,INDX,0000-00-00,2020-09-10,Active,977.0,2002-12-31,1000.0,
003275.XSHG,"09:31-11:30,13:01-15:00",0.0,长江工业信息化,XSHG,CJGYXXH,1.0,INDX,0000-00-00,2020-09-10,Active,976.0,2002-12-31,1000.0,
003276.XSHG,"09:31-11:30,13:01-15:00",0.0,长江互联网软件服务,XSHG,CJHLWRJFW,1.0,INDX,0000-00-00,2020-09-10,Active,975.0,2002-12-31,1000.0,
003277.XSHG,"09:31-11:30,13:01-15:00",0.0,长江基础及通用软件,XSHG,CJJCJTYRJ,1.0,INDX,0000-00-00,2020-09-10,Active,974.0,2002-12-31,1000.0,
003278.XSHG,"09:31-11:30,13:01-15:00",0.0,长江教育信息化,XSHG,CJJYXXH,1.0,INDX,0000-00-00,2020-09-10,Active,973.0,2002-12-31,1000.0,
003279.XSHG,"09:31-11:30,13:01-15:00",0.0,长江金融信息化,XSHG,CJJRXXH,1.0,INDX,0000-00-00,2020-09-10,Active,972.0,2002-12-31,1000.0,
003280.XSHG,"09:31-11:30,13:01-15:00",0.0,长江其他专用软件,XSHG,CJQTZYRJ,1.0,INDX,0000-00-00,2020-09-10,Active,971.0,2002-12-31,1000.0,
003281.XSHG,"09:31-11:30,13:01-15:00",0.0,长江系统集成,XSHG,CJXTJC,1.0,INDX,0000-00-00,2020-09-10,Active,970.0,2002-12-31,1000.0,
003282.XSHG,"09:31-11:30,13:01-15:00",0.0,长江医疗信息化,XSHG,CJYLXXH,1.0,INDX,0000-00-00,2020-09-10,Active,969.0,2002-12-31,1000.0,
003283.XSHG,"09:31-11:30,13:01-15:00",0.0,长江政务信息化,XSHG,CJZWXXH,1.0,INDX,0000-00-00,2020-09-10,Active,968.0,2002-12-31,1000.0,
003284.XSHG,"09:31-11:30,13:01-15:00",0.0,长江互联网服务及基础架构,XSHG,CJHLWFWJJCJG,1.0,INDX,0000-00-00,2020-09-10,Active,967.0,2002-12-31,1000.0,
003285.XSHG,"09:31-11:30,13:01-15:00",0.0,长江信息安全,XSHG,CJXXAQ,1.0,INDX,0000-00-00,2020-09-10,Active,966.0,2002-12-31,1000.0,
003286.XSHG,"09:31-11:30,13:01-15:00",0.0,长江IT服务,XSHG,CJITFW,1.0,INDX,0000-00-00,2020-09-10,Active,965.0,2002-12-31,1000.0,
003287.XSHG,"09:31-11:30,13:01-15:00",0.0,长江智慧城市,XSHG,CJZHCS,1.0,INDX,0000-00-00,2020-09-10,Active,964.0,2002-12-31,1000.0,
003288.XSHG,"09:31-11:30,13:01-15:00",0.0,长江北斗,XSHG,CJBD,1.0,INDX,0000-00-00,2020-09-10,Active,963.0,2002-12-31,1000.0,
003289.XSHG,"09:31-11:30,13:01-15:00",0.0,长江光通信,XSHG,CJGTX,1.0,INDX,0000-00-00,2020-09-10,Active,962.0,2002-12-31,1000.0,
003290.XSHG,"09:31-11:30,13:01-15:00",0.0,长江数据通信设备,XSHG,CJSJTXSB,1.0,INDX,0000-00-00,2020-09-10,Active,961.0,2002-12-31,1000.0,
003291.XSHG,"09:31-11:30,13:01-15:00",0.0,长江无线设备,XSHG,CJWXSB,1.0,INDX,0000-00-00,2020-09-10,Active,960.0,2002-12-31,1000.0,
003292.XSHG,"09:31-11:30,13:01-15:00",0.0,长江物联网,XSHG,CJWLW,1.0,INDX,0000-00-00,2020-09-10,Active,959.0,2002-12-31,1000.0,
003293.XSHG,"09:31-11:30,13:01-15:00",0.0,长江电信应用Ⅲ,XSHG,CJDXYYS,1.0,INDX,0000-00-00,2020-09-10,Active,958.0,2002-12-31,1000.0,
003294.XSHG,"09:31-11:30,13:01-15:00",0.0,长江电信运营商,XSHG,CJDXYYS,1.0,INDX,0000-00-00,2020-09-10,Active,957.0,2002-12-31,1000.0,
003295.XSHG,"09:31-11:30,13:01-15:00",0.0,长江专网通信,XSHG,CJZWTX,1.0,INDX,0000-00-00,2020-09-10,Active,947.0,2002-12-31,1000.0,
003296.XSHG,"09:31-11:30,13:01-15:00",0.0,长江互联网信息服务Ⅲ,XSHG,CJHLWXXFWS,1.0,INDX,0000-00-00,2020-09-10,Active,946.0,2002-12-31,1000.0,
003297.XSHG,"09:31-11:30,13:01-15:00",0.0,长江出版,XSHG,CJCB,1.0,INDX,0000-00-00,2020-09-10,Active,945.0,2002-12-31,1000.0,
003298.XSHG,"09:31-11:30,13:01-15:00",0.0,长江广播电视,XSHG,CJGBDS,1.0,INDX,0000-00-00,2020-09-10,Active,944.0,2002-12-31,1000.0,
003299.XSHG,"09:31-11:30,13:01-15:00",0.0,长江广告营销,XSHG,CJGGYX,1.0,INDX,0000-00-00,2020-09-10,Active,943.0,2002-12-31,1000.0,
003300.XSHG,"09:31-11:30,13:01-15:00",0.0,长江影视制作,XSHG,CJYSZZ,1.0,INDX,0000-00-00,2020-09-10,Active,942.0,2002-12-31,1000.0,
003301.XSHG,"09:31-11:30,13:01-15:00",0.0,长江院线,XSHG,CJYX,1.0,INDX,0000-00-00,2020-09-10,Active,941.0,2002-12-31,1000.0,
003302.XSHG,"09:31-11:30,13:01-15:00",0.0,长江游戏,XSHG,CJYX,1.0,INDX,0000-00-00,2020-09-10,Active,940.0,2002-12-31,1000.0,
003303.XSHG,"09:31-11:30,13:01-15:00",0.0,长江电网运营,XSHG,CJDWYY,1.0,INDX,0000-00-00,2020-09-10,Active,939.0,2002-12-31,1000.0,
003304.XSHG,"09:31-11:30,13:01-15:00",0.0,长江火电发电运营,XSHG,CJHDFDYY,1.0,INDX,0000-00-00,2020-09-10,Active,938.0,2002-12-31,1000.0,
003305.XSHG,"09:31-11:30,13:01-15:00",0.0,长江水电发电运营,XSHG,CJSDFDYY,1.0,INDX,0000-00-00,2020-09-10,Active,937.0,2002-12-31,1000.0,
003306.XSHG,"09:31-11:30,13:01-15:00",0.0,长江新能源发电运营,XSHG,CJXNYFDYY,1.0,INDX,0000-00-00,2020-09-10,Active,936.0,2002-12-31,1000.0,
003307.XSHG,"09:31-11:30,13:01-15:00",0.0,长江复合型公用事业Ⅲ,XSHG,CJFHXGYSYS,1.0,INDX,0000-00-00,2020-09-10,Active,935.0,2002-12-31,1000.0,
003308.XSHG,"09:31-11:30,13:01-15:00",0.0,长江燃气Ⅲ,XSHG,CJRQS,1.0,INDX,0000-00-00,2020-09-10,Active,934.0,2002-12-31,1000.0,
003309.XSHG,"09:31-11:30,13:01-15:00",0.0,长江水务系统,XSHG,CJSWXT,1.0,INDX,0000-00-00,2020-09-10,Active,933.0,2002-12-31,1000.0,
003310.XSHG,"09:31-11:30,13:01-15:00",0.0,长江地产中介服务,XSHG,CJDCZJFW,1.0,INDX,0000-00-00,2020-09-10,Active,932.0,2002-12-31,1000.0,
003311.XSHG,"09:31-11:30,13:01-15:00",0.0,长江房地产金融,XSHG,CJFDCJR,1.0,INDX,0000-00-00,2020-09-10,Active,931.0,2002-12-31,1000.0,
003312.XSHG,"09:31-11:30,13:01-15:00",0.0,长江物业管理,XSHG,CJWYGL,1.0,INDX,0000-00-00,2020-09-10,Active,930.0,2002-12-31,1000.0,
003313.XSHG,"09:31-11:30,13:01-15:00",0.0,长江地产开发,XSHG,CJDCKF,1.0,INDX,0000-00-00,2020-09-10,Active,929.0,2002-12-31,1000.0,
003314.XSHG,"09:31-11:30,13:01-15:00",0.0,长江商业物业,XSHG,CJSYWY,1.0,INDX,0000-00-00,2020-09-10,Active,928.0,2002-12-31,1000.0,
003315.XSHG,"09:31-11:30,13:01-15:00",0.0,长江园区开发,XSHG,CJYQKF,1.0,INDX,0000-00-00,2020-09-10,Active,927.0,2002-12-31,1000.0,
003316.XSHG,"09:31-11:30,13:01-15:00",0.0,长江油气服务Ⅲ,XSHG,CJYQFWS,1.0,INDX,0000-00-00,2025-12-31,Active,,2002-12-31,1000.0,
003317.XSHG,"09:31-11:30,13:01-15:00",0.0,长江油气工程Ⅲ,XSHG,CJYQGCS,1.0,INDX,0000-00-00,2025-12-31,Active,,2008-02-18,1000.0,
003318.XSHG,"09:31-11:30,13:01-15:00",0.0,长江集成电路代工,XSHG,CJJCDLDG,1.0,INDX,0000-00-00,2025-12-31,Active,,2020-07-30,1000.0,
003319.XSHG,"09:31-11:30,13:01-15:00",0.0,长江核能发电运营,XSHG,CJHNFDYY,1.0,INDX,0000-00-00,2025-12-31,Active,,2015-06-25,1000.0,
399001.XSHE,"09:31-11:30,13:01-15:00",0.0,深证成指,XSHE,SZCZ,1.0,INDX,0000-00-00,1995-01-23,Active,13.0,1994-07-20,1000.0,
399002.XSHE,"09:31-11:30,13:01-15:00",0.0,深成指R,XSHE,SCZR,1.0,INDX,0000-00-00,1995-01-23,Active,14.0,1994-07-20,1000.0,
399003.XSHE,"09:31-11:30,13:01-15:00",0.0,成份B指,XSHE,CFBZ,1.0,INDX,0000-00-00,1995-01-23,Active,15.0,1994-07-20,1000.0,
399004.XSHE,"09:31-11:30,13:01-15:00",0.0,深证100R,XSHE,SZ100R,1.0,INDX,0000-00-00,2003-01-02,Active,16.0,2002-12-31,1000.0,
399005.XSHE,"09:31-11:30,13:01-15:00",0.0,中小100,XSHE,ZX100,1.0,INDX,0000-00-00,2006-01-24,Active,128.0,2005-06-07,1000.0,
399006.XSHE,"09:31-11:30,13:01-15:00",0.0,创业板指,XSHE,CYBZ,1.0,INDX,0000-00-00,2010-06-01,Active,287.0,2010-05-31,1000.0,
399007.XSHE,"09:31-11:30,13:01-15:00",0.0,深证300,XSHE,SZ300,1.0,INDX,0000-00-00,2009-11-04,Active,223.0,2004-12-31,1000.0,
399008.XSHE,"09:31-11:30,13:01-15:00",0.0,中小300,XSHE,ZX300,1.0,INDX,0000-00-00,2010-03-22,Active,265.0,2010-03-19,1000.0,
399009.XSHE,"09:31-11:30,13:01-15:00",0.0,深证200,XSHE,SZ200,1.0,INDX,0000-00-00,2011-09-01,Active,408.0,2004-12-31,1000.0,
399010.XSHE,"09:31-11:30,13:01-15:00",0.0,深证700,XSHE,SZ700,1.0,INDX,0000-00-00,2011-09-01,Active,409.0,2004-12-31,1000.0,
399011.XSHE,"09:31-11:30,13:01-15:00",0.0,深证1000,XSHE,SZ1000,1.0,INDX,0000-00-00,2011-09-01,Active,410.0,2004-12-31,1000.0,
399012.XSHE,"09:31-11:30,13:01-15:00",0.0,创业300,XSHE,CY300,1.0,INDX,0000-00-00,2013-01-07,Active,579.0,2012-06-29,1000.0,
399013.XSHE,"09:31-11:30,13:01-15:00",0.0,深市精选,XSHE,SSJX,1.0,INDX,0000-00-00,2014-05-30,Active,723.0,2004-12-31,1000.0,
399015.XSHE,"09:31-11:30,13:01-15:00",0.0,中小创新,XSHE,ZXCX,1.0,INDX,0000-00-00,2015-03-24,Active,788.0,2011-12-30,1000.0,
399016.XSHE,"09:31-11:30,13:01-15:00",0.0,深证创新,XSHE,SZCX,1.0,INDX,0000-00-00,2016-12-01,Active,844.0,2012-12-31,1000.0,
399017.XSHE,"09:31-11:30,13:01-15:00",0.0,SME创新,XSHE,SMECX,1.0,INDX,0000-00-00,2016-12-01,Active,845.0,2012-12-31,1000.0,
399018.XSHE,"09:31-11:30,13:01-15:00",0.0,创业创新,XSHE,CYCX,1.0,INDX,0000-00-00,2016-12-01,Active,846.0,2012-12-31,1000.0,
399019.XSHE,"09:31-11:30,13:01-15:00",0.0,创业200,XSHE,CY200,1.0,INDX,0000-00-00,2023-11-15,Active,921.0,2012-06-29,1000.0,
399020.XSHE,"09:31-11:30,13:01-15:00",0.0,创业小盘,XSHE,CYXP,1.0,INDX,0000-00-00,2023-11-15,Active,922.0,2018-06-29,1000.0,
399030.XSHE,"09:31-11:30,13:01-15:00",0.0,碳科技30,XSHE,TKJ30,1.0,INDX,0000-00-00,2021-09-26,Active,895.0,2014-12-31,1000.0,
399050.XSHE,"09:31-11:30,13:01-15:00",0.0,创新引擎,XSHE,CXYQ,1.0,INDX,0000-00-00,2018-07-31,Active,867.0,2012-12-31,1000.0,
399060.XSHE,"09:31-11:30,13:01-15:00",0.0,碳科技60,XSHE,TKJ60,1.0,INDX,0000-00-00,2021-09-26,Active,894.0,2014-12-31,1000.0,
399088.XSHE,"09:31-11:30,13:01-15:00",0.0,深创100,XSHE,SC100,1.0,INDX,0000-00-00,2020-02-18,Active,882.0,2012-12-31,1000.0,
399100.XSHE,"09:31-11:30,13:01-15:00",0.0,新指数,XSHE,XZS,1.0,INDX,0000-00-00,2006-02-16,Active,67.0,2005-12-30,1107.23,
399101.XSHE,"09:31-11:30,13:01-15:00",0.0,中小综指,XSHE,ZXZZ,1.0,INDX,0000-00-00,2005-12-01,Active,58.0,2005-06-07,1000.0,
399102.XSHE,"09:31-11:30,13:01-15:00",0.0,创业板综,XSHE,CYBZ,1.0,INDX,0000-00-00,2010-08-20,Active,302.0,2010-05-31,1000.0,
399103.XSHE,"09:31-11:30,13:01-15:00",0.0,乐富指数,XSHE,LFZS,1.0,INDX,0000-00-00,2011-12-02,Active,449.0,2004-12-31,1000.0,
399106.XSHE,"09:31-11:30,13:01-15:00",0.0,深证综指,XSHE,SZZZ,1.0,INDX,0000-00-00,1991-04-04,Active,17.0,1991-04-03,100.0,
399107.XSHE,"09:31-11:30,13:01-15:00",0.0,深证A指,XSHE,SZAZ,1.0,INDX,0000-00-00,1992-10-04,Active,18.0,1991-04-03,100.0,
399108.XSHE,"09:31-11:30,13:01-15:00",0.0,深证B指,XSHE,SZBZ,1.0,INDX,0000-00-00,1992-10-06,Active,19.0,1992-02-28,100.0,
399231.XSHE,"09:31-11:30,13:01-15:00",0.0,农林指数,XSHE,NLZS,1.0,INDX,0000-00-00,2013-03-04,Active,623.0,1991-04-03,100.0,
399232.XSHE,"09:31-11:30,13:01-15:00",0.0,采矿指数,XSHE,CKZS,1.0,INDX,0000-00-00,2013-03-04,Active,624.0,1991-04-03,100.0,
399233.XSHE,"09:31-11:30,13:01-15:00",0.0,制造指数,XSHE,ZZZS,1.0,INDX,0000-00-00,2013-03-04,Active,625.0,1991-04-03,100.0,
399234.XSHE,"09:31-11:30,13:01-15:00",0.0,水电指数,XSHE,SDZS,1.0,INDX,0000-00-00,2013-03-04,Active,626.0,1991-04-03,100.0,
399235.XSHE,"09:31-11:30,13:01-15:00",0.0,建筑指数,XSHE,JZZS,1.0,INDX,0000-00-00,2013-03-04,Active,627.0,1991-04-03,100.0,
399236.XSHE,"09:31-11:30,13:01-15:00",0.0,批零指数,XSHE,PLZS,1.0,INDX,0000-00-00,2013-03-04,Active,628.0,1991-04-03,100.0,
399237.XSHE,"09:31-11:30,13:01-15:00",0.0,运输指数,XSHE,YSZS,1.0,INDX,0000-00-00,2013-03-04,Active,629.0,1991-04-03,100.0,
399239.XSHE,"09:31-11:30,13:01-15:00",0.0,IT指数,XSHE,ITZS,1.0,INDX,0000-00-00,2013-03-04,Active,631.0,1991-04-03,100.0,
399240.XSHE,"09:31-11:30,13:01-15:00",0.0,金融指数,XSHE,JRZS,1.0,INDX,0000-00-00,2013-03-04,Active,632.0,1991-04-03,100.0,
399241.XSHE,"09:31-11:30,13:01-15:00",0.0,地产指数,XSHE,DCZS,1.0,INDX,0000-00-00,2013-03-04,Active,633.0,1991-04-03,100.0,
399242.XSHE,"09:31-11:30,13:01-15:00",0.0,商务指数,XSHE,SWZS,1.0,INDX,0000-00-00,2013-03-04,Active,634.0,1991-04-03,100.0,
399243.XSHE,"09:31-11:30,13:01-15:00",0.0,科研指数,XSHE,KYZS,1.0,INDX,0000-00-00,2013-03-04,Active,635.0,1991-04-03,100.0,
399244.XSHE,"09:31-11:30,13:01-15:00",0.0,公共指数,XSHE,GGZS,1.0,INDX,0000-00-00,2013-03-04,Active,636.0,1991-04-03,100.0,
399248.XSHE,"09:31-11:30,13:01-15:00",0.0,文化指数,XSHE,WHZS,1.0,INDX,0000-00-00,2013-03-04,Active,637.0,1991-04-03,100.0,
399258.XSHE,"09:31-11:30,13:01-15:00",0.0,绿色低碳,XSHE,LSDT,1.0,INDX,0000-00-00,2023-08-08,Active,916.0,2012-12-31,1000.0,
399259.XSHE,"09:31-11:30,13:01-15:00",0.0,创业低碳,XSHE,CYDT,1.0,INDX,0000-00-00,2023-08-08,Active,917.0,2012-12-31,1000.0,
399260.XSHE,"09:31-11:30,13:01-15:00",0.0,先进制造,XSHE,XJZZ,1.0,INDX,0000-00-00,2023-08-08,Active,914.0,2012-12-31,1000.0,
399261.XSHE,"09:31-11:30,13:01-15:00",0.0,创业制造,XSHE,CYZZ,1.0,INDX,0000-00-00,2023-08-08,Active,915.0,2012-12-31,1000.0,
399262.XSHE,"09:31-11:30,13:01-15:00",0.0,数字经济,XSHE,SZJJ,1.0,INDX,0000-00-00,2022-09-29,Active,903.0,2014-12-31,1000.0,
399263.XSHE,"09:31-11:30,13:01-15:00",0.0,创业数字,XSHE,CYSZ,1.0,INDX,0000-00-00,2022-09-29,Active,904.0,2014-12-31,1000.0,
399264.XSHE,"09:31-11:30,13:01-15:00",0.0,创业软件,XSHE,CYRJ,1.0,INDX,0000-00-00,2022-09-29,Active,905.0,2017-12-29,1000.0,
399265.XSHE,"09:31-11:30,13:01-15:00",0.0,创新药械,XSHE,CXYX,1.0,INDX,0000-00-00,2022-09-29,Active,906.0,2017-12-29,1000.0,
399266.XSHE,"09:31-11:30,13:01-15:00",0.0,创新能源,XSHE,CXNY,1.0,INDX,0000-00-00,2022-09-29,Active,907.0,2017-12-29,1000.0,
399267.XSHE,"09:31-11:30,13:01-15:00",0.0,专精特新,XSHE,ZJTX,1.0,INDX,0000-00-00,2025-07-21,Active,1396.0,2018-12-28,1000.0,
399268.XSHE,"09:31-11:30,13:01-15:00",0.0,深小巨人,XSHE,SXJR,1.0,INDX,0000-00-00,2025-07-21,Active,1395.0,2018-12-28,1000.0,
399269.XSHE,"09:31-11:30,13:01-15:00",0.0,创质量,XSHE,CZL,1.0,INDX,0000-00-00,2021-01-12,Active,892.0,2012-12-31,1000.0,
399274.XSHE,"09:31-11:30,13:01-15:00",0.0,深新基建,XSHE,SXJJ,1.0,INDX,0000-00-00,2022-04-11,Active,897.0,2012-12-31,1000.0,
399275.XSHE,"09:31-11:30,13:01-15:00",0.0,创医药,XSHE,CYY,1.0,INDX,0000-00-00,2020-10-26,Active,891.0,2012-12-31,1000.0,
399276.XSHE,"09:31-11:30,13:01-15:00",0.0,创科技,XSHE,CKJ,1.0,INDX,0000-00-00,2020-10-26,Active,890.0,2012-12-31,1000.0,
399277.XSHE,"09:31-11:30,13:01-15:00",0.0,公共健康,XSHE,GGJK,1.0,INDX,0000-00-00,2020-05-08,Active,883.0,2012-12-31,1000.0,
399278.XSHE,"09:31-11:30,13:01-15:00",0.0,长江100,XSHE,CJ100,1.0,INDX,0000-00-00,2020-05-08,Active,884.0,2012-12-31,1000.0,
399279.XSHE,"09:31-11:30,13:01-15:00",0.0,云科技50,XSHE,YKJ50,1.0,INDX,0000-00-00,2020-05-08,Active,885.0,2012-12-31,1000.0,
399280.XSHE,"09:31-11:30,13:01-15:00",0.0,生物50,XSHE,SW50,1.0,INDX,0000-00-00,2020-05-08,Active,886.0,2012-12-31,1000.0,
399281.XSHE,"09:31-11:30,13:01-15:00",0.0,电子50,XSHE,DZ50,1.0,INDX,0000-00-00,2020-05-08,Active,887.0,2012-12-31,1000.0,
399282.XSHE,"09:31-11:30,13:01-15:00",0.0,大数据50,XSHE,DSJ50,1.0,INDX,0000-00-00,2020-02-18,Active,878.0,2012-12-31,1000.0,
399283.XSHE,"09:31-11:30,13:01-15:00",0.0,机器人50,XSHE,JQR50,1.0,INDX,0000-00-00,2020-02-18,Active,879.0,2012-12-31,1000.0,
399284.XSHE,"09:31-11:30,13:01-15:00",0.0,AI50,XSHE,AI50,1.0,INDX,0000-00-00,2020-02-18,Active,880.0,2012-12-31,1000.0,
399285.XSHE,"09:31-11:30,13:01-15:00",0.0,物联网50,XSHE,WLW50,1.0,INDX,0000-00-00,2020-02-18,Active,881.0,2012-12-31,1000.0,
399286.XSHE,"09:31-11:30,13:01-15:00",0.0,区块链50,XSHE,QKL50,1.0,INDX,0000-00-00,2019-12-24,Active,877.0,2012-12-31,1000.0,
399289.XSHE,"09:31-11:30,13:01-15:00",0.0,碳中和债,XSHE,TZHZ,1.0,INDX,0000-00-00,2022-04-11,Active,896.0,2020-12-31,100.0,
399290.XSHE,"09:31-11:30,13:01-15:00",0.0,深转交债,XSHE,SZJZ,1.0,INDX,0000-00-00,2019-06-06,Active,874.0,2017-12-29,100.0,
399291.XSHE,"09:31-11:30,13:01-15:00",0.0,创精选88,XSHE,CJX88,1.0,INDX,0000-00-00,2019-11-06,Active,876.0,2012-12-31,1000.0,
399292.XSHE,"09:31-11:30,13:01-15:00",0.0,民企发展,XSHE,MQFZ,1.0,INDX,0000-00-00,2019-03-05,Active,870.0,2014-06-30,1000.0,
399293.XSHE,"09:31-11:30,13:01-15:00",0.0,创业大盘,XSHE,CYDP,1.0,INDX,0000-00-00,2019-04-18,Active,871.0,2012-12-31,1000.0,
399294.XSHE,"09:31-11:30,13:01-15:00",0.0,中小创Q,XSHE,ZXCQ,1.0,INDX,0000-00-00,2019-06-06,Active,875.0,2012-12-31,1000.0,
399295.XSHE,"09:31-11:30,13:01-15:00",0.0,创价值,XSHE,CJZ,1.0,INDX,0000-00-00,2019-01-23,Active,868.0,2012-12-31,1000.0,
399296.XSHE,"09:31-11:30,13:01-15:00",0.0,创成长,XSHE,CCZ,1.0,INDX,0000-00-00,2019-01-23,Active,869.0,2012-12-31,1000.0,
399297.XSHE,"09:31-11:30,13:01-15:00",0.0,新浪100,XSHE,XL100,1.0,INDX,0000-00-00,2017-12-22,Active,865.0,2013-12-31,1000.0,
399298.XSHE,"09:31-11:30,13:01-15:00",0.0,深信中高,XSHE,SXZG,1.0,INDX,0000-00-00,2014-09-25,Active,751.0,2008-12-31,100.0,
399299.XSHE,"09:31-11:30,13:01-15:00",0.0,深信中低,XSHE,SXZD,1.0,INDX,0000-00-00,2014-09-25,Active,752.0,2008-12-31,100.0,
399300.XSHE,"09:31-11:30,13:01-15:00",0.0,沪深300,XSHE,HS300,1.0,INDX,0000-00-00,2005-04-08,Active,46.0,2004-12-31,1000.0,
399301.XSHE,"09:31-11:30,13:01-15:00",0.0,深信用债,XSHE,SXYZ,1.0,INDX,0000-00-00,2013-04-15,Active,582.0,2008-12-31,100.0,
399302.XSHE,"09:31-11:30,13:01-15:00",0.0,深公司债,XSHE,SGSZ,1.0,INDX,0000-00-00,2013-04-15,Active,583.0,2008-12-31,100.0,
399303.XSHE,"09:31-11:30,13:01-15:00",0.0,国证2000,XSHE,GZ2000,1.0,INDX,0000-00-00,2014-03-28,Active,713.0,2009-12-31,3326.4448,
399306.XSHE,"09:31-11:30,13:01-15:00",0.0,深证ETF,XSHE,SZETF,1.0,INDX,0000-00-00,2011-12-02,Active,450.0,2010-12-31,1000.0,
399307.XSHE,"09:31-11:30,13:01-15:00",0.0,深证转债,XSHE,SZZZ,1.0,INDX,0000-00-00,2014-08-27,Active,740.0,2011-12-31,100.0,
399310.XSHE,"09:31-11:30,13:01-15:00",0.0,国证A50,XSHE,GZA50,1.0,INDX,0000-00-00,2005-09-05,Active,63.0,2002-12-31,1000.0,
399311.XSHE,"09:31-11:30,13:01-15:00",0.0,国证1000,XSHE,GZ1000,1.0,INDX,0000-00-00,2005-02-03,Active,47.0,2002-12-31,1000.0,
399312.XSHE,"09:31-11:30,13:01-15:00",0.0,国证300,XSHE,GZ300,1.0,INDX,0000-00-00,2005-02-03,Active,48.0,2002-12-31,1000.0,
399313.XSHE,"09:31-11:30,13:01-15:00",0.0,巨潮100,XSHE,JC100,1.0,INDX,0000-00-00,2005-02-03,Active,49.0,2002-12-31,1000.0,
399314.XSHE,"09:31-11:30,13:01-15:00",0.0,巨潮大盘,XSHE,JCDP,1.0,INDX,0000-00-00,2005-02-03,Active,50.0,2002-12-31,1000.0,
399315.XSHE,"09:31-11:30,13:01-15:00",0.0,巨潮中盘,XSHE,JCZP,1.0,INDX,0000-00-00,2005-02-03,Active,51.0,2002-12-31,1000.0,
399316.XSHE,"09:31-11:30,13:01-15:00",0.0,巨潮小盘,XSHE,JCXP,1.0,INDX,0000-00-00,2005-02-03,Active,52.0,2002-12-31,1000.0,
399317.XSHE,"09:31-11:30,13:01-15:00",0.0,国证A指,XSHE,GZAZ,1.0,INDX,0000-00-00,2005-02-03,Active,53.0,2002-12-31,1000.0,
399318.XSHE,"09:31-11:30,13:01-15:00",0.0,国证B指,XSHE,GZBZ,1.0,INDX,0000-00-00,2005-02-03,Active,54.0,2002-12-31,1000.0,
399319.XSHE,"09:31-11:30,13:01-15:00",0.0,资源优势,XSHE,ZYYS,1.0,INDX,0000-00-00,2005-01-04,Active,55.0,2004-12-31,1000.0,
399320.XSHE,"09:31-11:30,13:01-15:00",0.0,国证服务,XSHE,GZFW,1.0,INDX,0000-00-00,2005-01-04,Active,56.0,2004-12-31,1000.0,
399321.XSHE,"09:31-11:30,13:01-15:00",0.0,国证红利,XSHE,GZHL,1.0,INDX,0000-00-00,2005-01-04,Active,57.0,2004-12-31,1000.0,
399322.XSHE,"09:31-11:30,13:01-15:00",0.0,国证治理,XSHE,GZZL,1.0,INDX,0000-00-00,2005-12-12,Active,59.0,2002-12-31,1000.0,
399324.XSHE,"09:31-11:30,13:01-15:00",0.0,深证红利,XSHE,SZHL,1.0,INDX,0000-00-00,2006-01-24,Active,70.0,2002-12-31,1000.0,
