trade_date,order_book_id,open,close,high,low,total_turnover,volume,prev_close
2026-03-27,801250.INDX,6615.17,6780.684,6830.05,6614.1,892603214718.0,36045602878.0,6728.885
2026-03-27,801260.INDX,6195.844,6368.162,6372.63,6195.84,199812055991.0,12914018289.0,6241.749
2026-03-27,801270.INDX,4361.758,4507.599,4525.89,4361.758,346895801533.0,27434527916.0,4416.88
2026-03-27,801280.INDX,2689.754,2722.581,2728.72,2689.75,408022650041.0,42391506929.0,2711.654
2026-03-27,801300.INDX,3342.809,3407.939,3424.87,3342.809,576371867536.0,20578490592.0,3385.346
2026-03-27,801710.INDX,5666.233,5777.869,5788.22,5666.23,16104988183.0,1426041528.0,5745.556
2026-03-27,801711.INDX,4781.331,4852.31,4883.96,4740.0,2562768414.0,373756117.0,4821.61
2026-03-27,801712.INDX,13708.41,14107.31,14235.06,13571.1,10177088631.0,710770129.0,14009.2
2026-03-27,801713.INDX,5274.99,5349.041,5430.3,5226.96,3365131137.0,341515282.0,5329.55
2026-03-27,801720.INDX,2217.174,2249.096,2255.24,2217.17,33848067031.0,4903253670.0,2244.171
2026-03-27,801721.INDX,3178.95,3203.56,3221.38,3167.2,2303473983.0,460106320.0,3205.718
2026-03-27,801722.INDX,4313.489,4420.207,4452.46,4266.15,2221679341.0,285607956.0,4352.663
2026-03-27,801723.INDX,2426.89,2464.228,2484.99,2407.12,15002867521.0,2787442336.0,2458.686
2026-03-27,801724.INDX,2119.86,2143.359,2165.81,2096.56,9108920234.0,989712761.0,2148.63
2026-03-27,801726.INDX,2056.379,2099.719,2126.74,2030.27,5211125950.0,380384297.0,2086.121
